date,year,month,total,anthro,nat,co2,wmghg,aero,o3Tr,o3St,luc,solar,volc
2018.33,2018,5,2.532147667,2.741491933,-0.202410833,2.030726033,1.177398267,-0.84245636,0.41717434,-0.046748268,-0.16099365,-0.018760833,-0.18365
2018.42,2018,6,2.532147667,2.741491933,-0.202410833,2.030726033,1.177398267,-0.84245636,0.41717434,-0.046748268,-0.16099365,-0.018760833,-0.18365
2018.5,2018,7,2.532147667,2.741491933,-0.202410833,2.030726033,1.177398267,-0.84245636,0.41717434,-0.046748268,-0.16099365,-0.018760833,-0.18365
2018.58,2018,8,2.532147667,2.741491933,-0.202410833,2.030726033,1.177398267,-0.84245636,0.41717434,-0.046748268,-0.16099365,-0.018760833,-0.18365
2018.67,2018,9,2.532147667,2.741491933,-0.202410833,2.030726033,1.177398267,-0.84245636,0.41717434,-0.046748268,-0.16099365,-0.018760833,-0.18365
2018.75,2018,10,2.532147667,2.741491933,-0.202410833,2.030726033,1.177398267,-0.84245636,0.41717434,-0.046748268,-0.16099365,-0.018760833,-0.18365
2018.83,2018,11,2.532147667,2.741491933,-0.202410833,2.030726033,1.177398267,-0.84245636,0.41717434,-0.046748268,-0.16099365,-0.018760833,-0.18365
2018.92,2018,12,2.532147667,2.741491933,-0.202410833,2.030726033,1.177398267,-0.84245636,0.41717434,-0.046748268,-0.16099365,-0.018760833,-0.18365
2019,2019,1,2.560301667,2.776256533,-0.209021458,2.056746033,1.179454467,-0.83558,0.41609988,-0.04471435,-0.16161568,-0.025371458,0
2019.08,2019,2,2.560301667,2.776256533,-0.209021458,2.056746033,1.179454467,-0.83558,0.41609988,-0.04471435,-0.16161568,-0.025371458,-0.18365
2019.17,2019,3,2.560301667,2.776256533,-0.209021458,2.056746033,1.179454467,-0.83558,0.41609988,-0.04471435,-0.16161568,-0.025371458,-0.18365
2019.25,2019,4,2.560301667,2.776256533,-0.209021458,2.056746033,1.179454467,-0.83558,0.41609988,-0.04471435,-0.16161568,-0.025371458,-0.18365
2019.33,2019,5,2.560301667,2.776256533,-0.209021458,2.056746033,1.179454467,-0.83558,0.41609988,-0.04471435,-0.16161568,-0.025371458,-0.18365
2019.42,2019,6,2.560301667,2.776256533,-0.209021458,2.056746033,1.179454467,-0.83558,0.41609988,-0.04471435,-0.16161568,-0.025371458,-0.18365
2019.5,2019,7,2.560301667,2.776256533,-0.209021458,2.056746033,1.179454467,-0.83558,0.41609988,-0.04471435,-0.16161568,-0.025371458,-0.18365
2019.58,2019,8,2.560301667,2.776256533,-0.209021458,2.056746033,1.179454467,-0.83558,0.41609988,-0.04471435,-0.16161568,-0.025371458,-0.18365
2019.67,2019,9,2.560301667,2.776256533,-0.209021458,2.056746033,1.179454467,-0.83558,0.41609988,-0.04471435,-0.16161568,-0.025371458,-0.18365
2019.75,2019,10,2.560301667,2.776256533,-0.209021458,2.056746033,1.179454467,-0.83558,0.41609988,-0.04471435,-0.16161568,-0.025371458,-0.18365
2019.83,2019,11,2.560301667,2.776256533,-0.209021458,2.056746033,1.179454467,-0.83558,0.41609988,-0.04471435,-0.16161568,-0.025371458,-0.18365
2019.92,2019,12,2.560301667,2.776256533,-0.209021458,2.056746033,1.179454467,-0.83558,0.41609988,-0.04471435,-0.16161568,-0.025371458,-0.18365
2020,2020,1,2.642229367,2.811310433,-0.162147708,2.082427633,1.181227867,-0.82793099,0.41498808,-0.04262174,-0.16215334,0.021502292,0
2020.08,2020,2,2.642229367,2.811310433,-0.162147708,2.082427633,1.181227867,-0.82793099,0.41498808,-0.04262174,-0.16215334,0.021502292,-0.18365
2020.17,2020,3,2.642229367,2.811310433,-0.162147708,2.082427633,1.181227867,-0.82793099,0.41498808,-0.04262174,-0.16215334,0.021502292,-0.18365
2020.25,2020,4,2.642229367,2.811310433,-0.162147708,2.082427633,1.181227867,-0.82793099,0.41498808,-0.04262174,-0.16215334,0.021502292,-0.18365
2020.33,2020,5,2.642229367,2.811310433,-0.162147708,2.082427633,1.181227867,-0.82793099,0.41498808,-0.04262174,-0.16215334,0.021502292,-0.18365
2020.42,2020,6,2.642229367,2.811310433,-0.162147708,2.082427633,1.181227867,-0.82793099,0.41498808,-0.04262174,-0.16215334,0.021502292,-0.18365
2020.5,2020,7,2.642229367,2.811310433,-0.162147708,2.082427633,1.181227867,-0.82793099,0.41498808,-0.04262174,-0.16215334,0.021502292,-0.18365
2020.58,2020,8,2.642229367,2.811310433,-0.162147708,2.082427633,1.181227867,-0.82793099,0.41498808,-0.04262174,-0.16215334,0.021502292,-0.18365
2020.67,2020,9,2.642229367,2.811310433,-0.162147708,2.082427633,1.181227867,-0.82793099,0.41498808,-0.04262174,-0.16215334,0.021502292,-0.18365
2020.75,2020,10,2.642229367,2.811310433,-0.162147708,2.082427633,1.181227867,-0.82793099,0.41498808,-0.04262174,-0.16215334,0.021502292,-0.18365
2020.83,2020,11,2.642229367,2.811310433,-0.162147708,2.082427633,1.181227867,-0.82793099,0.41498808,-0.04262174,-0.16215334,0.021502292,-0.18365
2020.92,2020,12,2.642229367,2.811310433,-0.162147708,2.082427633,1.181227867,-0.82793099,0.41498808,-0.04262174,-0.16215334,0.021502292,-0.18365
2021,2021,1,2.751504667,2.846862633,-0.088424588,2.107699733,1.182690667,-0.81874669,0.41383478,-0.041011514,-0.16257099,0.095225412,0
2021.08,2021,2,2.751504667,2.846862633,-0.088424588,2.107699733,1.182690667,-0.81874669,0.41383478,-0.041011514,-0.16257099,0.095225412,-0.18365
2021.17,2021,3,2.751504667,2.846862633,-0.088424588,2.107699733,1.182690667,-0.81874669,0.41383478,-0.041011514,-0.16257099,0.095225412,-0.18365
2021.25,2021,4,2.751504667,2.846862633,-0.088424588,2.107699733,1.182690667,-0.81874669,0.41383478,-0.041011514,-0.16257099,0.095225412,-0.18365
2021.33,2021,5,2.751504667,2.846862633,-0.088424588,2.107699733,1.182690667,-0.81874669,0.41383478,-0.041011514,-0.16257099,0.095225412,-0.18365
2021.42,2021,6,2.751504667,2.846862633,-0.088424588,2.107699733,1.182690667,-0.81874669,0.41383478,-0.041011514,-0.16257099,0.095225412,-0.18365
2021.5,2021,7,2.751504667,2.846862633,-0.088424588,2.107699733,1.182690667,-0.81874669,0.41383478,-0.041011514,-0.16257099,0.095225412,-0.18365
2021.58,2021,8,2.751504667,2.846862633,-0.088424588,2.107699733,1.182690667,-0.81874669,0.41383478,-0.041011514,-0.16257099,0.095225412,-0.18365
2021.67,2021,9,2.751504667,2.846862633,-0.088424588,2.107699733,1.182690667,-0.81874669,0.41383478,-0.041011514,-0.16257099,0.095225412,-0.18365
2021.75,2021,10,2.751504667,2.846862633,-0.088424588,2.107699733,1.182690667,-0.81874669,0.41383478,-0.041011514,-0.16257099,0.095225412,-0.18365
2021.83,2021,11,2.751504667,2.846862633,-0.088424588,2.107699733,1.182690667,-0.81874669,0.41383478,-0.041011514,-0.16257099,0.095225412,-0.18365
2021.92,2021,12,2.751504667,2.846862633,-0.088424588,2.107699733,1.182690667,-0.81874669,0.41383478,-0.041011514,-0.16257099,0.095225412,-0.18365
2022,2022,1,2.822480867,2.882900133,-0.053485838,2.132645533,1.184038967,-0.8087862,0.41279087,-0.039558339,-0.16285078,0.130164162,0
2022.08,2022,2,2.822480867,2.882900133,-0.053485838,2.132645533,1.184038967,-0.8087862,0.41279087,-0.039558339,-0.16285078,0.130164162,-0.18365
2022.17,2022,3,2.822480867,2.882900133,-0.053485838,2.132645533,1.184038967,-0.8087862,0.41279087,-0.039558339,-0.16285078,0.130164162,-0.18365
2022.25,2022,4,2.822480867,2.882900133,-0.053485838,2.132645533,1.184038967,-0.8087862,0.41279087,-0.039558339,-0.16285078,0.130164162,-0.18365
2022.33,2022,5,2.822480867,2.882900133,-0.053485838,2.132645533,1.184038967,-0.8087862,0.41279087,-0.039558339,-0.16285078,0.130164162,-0.18365
2022.42,2022,6,2.822480867,2.882900133,-0.053485838,2.132645533,1.184038967,-0.8087862,0.41279087,-0.039558339,-0.16285078,0.130164162,-0.18365
2022.5,2022,7,2.822480867,2.882900133,-0.053485838,2.132645533,1.184038967,-0.8087862,0.41279087,-0.039558339,-0.16285078,0.130164162,-0.18365
2022.58,2022,8,2.822480867,2.882900133,-0.053485838,2.132645533,1.184038967,-0.8087862,0.41279087,-0.039558339,-0.16285078,0.130164162,-0.18365
2022.67,2022,9,2.822480867,2.882900133,-0.053485838,2.132645533,1.184038967,-0.8087862,0.41279087,-0.039558339,-0.16285078,0.130164162,-0.18365
2022.75,2022,10,2.822480867,2.882900133,-0.053485838,2.132645533,1.184038967,-0.8087862,0.41279087,-0.039558339,-0.16285078,0.130164162,-0.18365
2022.83,2022,11,2.822480867,2.882900133,-0.053485838,2.132645533,1.184038967,-0.8087862,0.41279087,-0.039558339,-0.16285078,0.130164162,-0.18365
2022.92,2022,12,2.822480867,2.882900133,-0.053485838,2.132645533,1.184038967,-0.8087862,0.41279087,-0.039558339,-0.16285078,0.130164162,-0.18365
2023,2023,1,2.868211967,2.919259933,-0.044114588,2.157527533,1.185507367,-0.79880998,0.41190624,-0.038188111,-0.16299272,0.139535412,0
2023.08,2023,2,2.868211967,2.919259933,-0.044114588,2.157527533,1.185507367,-0.79880998,0.41190624,-0.038188111,-0.16299272,0.139535412,-0.18365
2023.17,2023,3,2.868211967,2.919259933,-0.044114588,2.157527533,1.185507367,-0.79880998,0.41190624,-0.038188111,-0.16299272,0.139535412,-0.18365
2023.25,2023,4,2.868211967,2.919259933,-0.044114588,2.157527533,1.185507367,-0.79880998,0.41190624,-0.038188111,-0.16299272,0.139535412,-0.18365
2023.33,2023,5,2.868211967,2.919259933,-0.044114588,2.157527533,1.185507367,-0.79880998,0.41190624,-0.038188111,-0.16299272,0.139535412,-0.18365
2023.42,2023,6,2.868211967,2.919259933,-0.044114588,2.157527533,1.185507367,-0.79880998,0.41190624,-0.038188111,-0.16299272,0.139535412,-0.18365
2023.5,2023,7,2.868211967,2.919259933,-0.044114588,2.157527533,1.185507367,-0.79880998,0.41190624,-0.038188111,-0.16299272,0.139535412,-0.18365
2023.58,2023,8,2.868211967,2.919259933,-0.044114588,2.157527533,1.185507367,-0.79880998,0.41190624,-0.038188111,-0.16299272,0.139535412,-0.18365
2023.67,2023,9,2.868211967,2.919259933,-0.044114588,2.157527533,1.185507367,-0.79880998,0.41190624,-0.038188111,-0.16299272,0.139535412,-0.18365
2023.75,2023,10,2.868211967,2.919259933,-0.044114588,2.157527533,1.185507367,-0.79880998,0.41190624,-0.038188111,-0.16299272,0.139535412,-0.18365
2023.83,2023,11,2.868211967,2.919259933,-0.044114588,2.157527533,1.185507367,-0.79880998,0.41190624,-0.038188111,-0.16299272,0.139535412,-0.18365
2023.92,2023,12,2.868211967,2.919259933,-0.044114588,2.157527533,1.185507367,-0.79880998,0.41190624,-0.038188111,-0.16299272,0.139535412,-0.18365
2024,2024,1,2.888531667,2.955990333,-0.060525208,2.182461633,1.187106667,-0.7888178,0.4110737,-0.036871702,-0.16299682,0.123124792,0
2024.08,2024,2,2.888531667,2.955990333,-0.060525208,2.182461633,1.187106667,-0.7888178,0.4110737,-0.036871702,-0.16299682,0.123124792,-0.18365
2024.17,2024,3,2.888531667,2.955990333,-0.060525208,2.182461633,1.187106667,-0.7888178,0.4110737,-0.036871702,-0.16299682,0.123124792,-0.18365
2024.25,2024,4,2.888531667,2.955990333,-0.060525208,2.182461633,1.187106667,-0.7888178,0.4110737,-0.036871702,-0.16299682,0.123124792,-0.18365
2024.33,2024,5,2.888531667,2.955990333,-0.060525208,2.182461633,1.187106667,-0.7888178,0.4110737,-0.036871702,-0.16299682,0.123124792,-0.18365
2024.42,2024,6,2.888531667,2.955990333,-0.060525208,2.182461633,1.187106667,-0.7888178,0.4110737,-0.036871702,-0.16299682,0.123124792,-0.18365
2024.5,2024,7,2.888531667,2.955990333,-0.060525208,2.182461633,1.187106667,-0.7888178,0.4110737,-0.036871702,-0.16299682,0.123124792,-0.18365
2024.58,2024,8,2.888531667,2.955990333,-0.060525208,2.182461633,1.187106667,-0.7888178,0.4110737,-0.036871702,-0.16299682,0.123124792,-0.18365
2024.67,2024,9,2.888531667,2.955990333,-0.060525208,2.182461633,1.187106667,-0.7888178,0.4110737,-0.036871702,-0.16299682,0.123124792,-0.18365
2024.75,2024,10,2.888531667,2.955990333,-0.060525208,2.182461633,1.187106667,-0.7888178,0.4110737,-0.036871702,-0.16299682,0.123124792,-0.18365
2024.83,2024,11,2.888531667,2.955990333,-0.060525208,2.182461633,1.187106667,-0.7888178,0.4110737,-0.036871702,-0.16299682,0.123124792,-0.18365
2024.92,2024,12,2.888531667,2.955990333,-0.060525208,2.182461633,1.187106667,-0.7888178,0.4110737,-0.036871702,-0.16299682,0.123124792,-0.18365
2025,2025,1,2.881703867,2.993126833,-0.104489588,2.207471333,1.188845767,-0.77880948,0.41029212,-0.035604209,-0.16286306,0.079160412,0
2025.08,2025,2,2.881703867,2.993126833,-0.104489588,2.207471333,1.188845767,-0.77880948,0.41029212,-0.035604209,-0.16286306,0.079160412,-0.18365
2025.17,2025,3,2.881703867,2.993126833,-0.104489588,2.207471333,1.188845767,-0.77880948,0.41029212,-0.035604209,-0.16286306,0.079160412,-0.18365
2025.25,2025,4,2.881703867,2.993126833,-0.104489588,2.207471333,1.188845767,-0.77880948,0.41029212,-0.035604209,-0.16286306,0.079160412,-0.18365
2025.33,2025,5,2.881703867,2.993126833,-0.104489588,2.207471333,1.188845767,-0.77880948,0.41029212,-0.035604209,-0.16286306,0.079160412,-0.18365
2025.42,2025,6,2.881703867,2.993126833,-0.104489588,2.207471333,1.188845767,-0.77880948,0.41029212,-0.035604209,-0.16286306,0.079160412,-0.18365
2025.5,2025,7,2.881703867,2.993126833,-0.104489588,2.207471333,1.188845767,-0.77880948,0.41029212,-0.035604209,-0.16286306,0.079160412,-0.18365
2025.58,2025,8,2.881703867,2.993126833,-0.104489588,2.207471333,1.188845767,-0.77880948,0.41029212,-0.035604209,-0.16286306,0.079160412,-0.18365
2025.67,2025,9,2.881703867,2.993126833,-0.104489588,2.207471333,1.188845767,-0.77880948,0.41029212,-0.035604209,-0.16286306,0.079160412,-0.18365
2025.75,2025,10,2.881703867,2.993126833,-0.104489588,2.207471333,1.188845767,-0.77880948,0.41029212,-0.035604209,-0.16286306,0.079160412,-0.18365
2025.83,2025,11,2.881703867,2.993126833,-0.104489588,2.207471333,1.188845767,-0.77880948,0.41029212,-0.035604209,-0.16286306,0.079160412,-0.18365
2025.92,2025,12,2.881703867,2.993126833,-0.104489588,2.207471333,1.188845767,-0.77880948,0.41029212,-0.035604209,-0.16286306,0.079160412,-0.18365
2026,2026,1,2.875124267,3.030655933,-0.148598333,2.232542833,1.190736967,-0.7687848,0.40956106,-0.034397122,-0.16259145,0.035051667,0
2026.08,2026,2,2.875124267,3.030655933,-0.148598333,2.232542833,1.190736967,-0.7687848,0.40956106,-0.034397122,-0.16259145,0.035051667,-0.18365
2026.17,2026,3,2.875124267,3.030655933,-0.148598333,2.232542833,1.190736967,-0.7687848,0.40956106,-0.034397122,-0.16259145,0.035051667,-0.18365
2026.25,2026,4,2.875124267,3.030655933,-0.148598333,2.232542833,1.190736967,-0.7687848,0.40956106,-0.034397122,-0.16259145,0.035051667,-0.18365
2026.33,2026,5,2.875124267,3.030655933,-0.148598333,2.232542833,1.190736967,-0.7687848,0.40956106,-0.034397122,-0.16259145,0.035051667,-0.18365
2026.42,2026,6,2.875124267,3.030655933,-0.148598333,2.232542833,1.190736967,-0.7687848,0.40956106,-0.034397122,-0.16259145,0.035051667,-0.18365
2026.5,2026,7,2.875124267,3.030655933,-0.148598333,2.232542833,1.190736967,-0.7687848,0.40956106,-0.034397122,-0.16259145,0.035051667,-0.18365
2026.58,2026,8,2.875124267,3.030655933,-0.148598333,2.232542833,1.190736967,-0.7687848,0.40956106,-0.034397122,-0.16259145,0.035051667,-0.18365
2026.67,2026,9,2.875124267,3.030655933,-0.148598333,2.232542833,1.190736967,-0.7687848,0.40956106,-0.034397122,-0.16259145,0.035051667,-0.18365
2026.75,2026,10,2.875124267,3.030655933,-0.148598333,2.232542833,1.190736967,-0.7687848,0.40956106,-0.034397122,-0.16259145,0.035051667,-0.18365
2026.83,2026,11,2.875124267,3.030655933,-0.148598333,2.232542833,1.190736967,-0.7687848,0.40956106,-0.034397122,-0.16259145,0.035051667,-0.18365
2026.92,2026,12,2.875124267,3.030655933,-0.148598333,2.232542833,1.190736967,-0.7687848,0.40956106,-0.034397122,-0.16259145,0.035051667,-0.18365
2027,2027,1,2.886131167,3.068472833,-0.175408333,2.257584633,1.192773867,-0.75874354,0.40887681,-0.033251465,-0.162182,0.008241667,0
2027.08,2027,2,2.886131167,3.068472833,-0.175408333,2.257584633,1.192773867,-0.75874354,0.40887681,-0.033251465,-0.162182,0.008241667,-0.18365
2027.17,2027,3,2.886131167,3.068472833,-0.175408333,2.257584633,1.192773867,-0.75874354,0.40887681,-0.033251465,-0.162182,0.008241667,-0.18365
2027.25,2027,4,2.886131167,3.068472833,-0.175408333,2.257584633,1.192773867,-0.75874354,0.40887681,-0.033251465,-0.162182,0.008241667,-0.18365
2027.33,2027,5,2.886131167,3.068472833,-0.175408333,2.257584633,1.192773867,-0.75874354,0.40887681,-0.033251465,-0.162182,0.008241667,-0.18365
2027.42,2027,6,2.886131167,3.068472833,-0.175408333,2.257584633,1.192773867,-0.75874354,0.40887681,-0.033251465,-0.162182,0.008241667,-0.18365
2027.5,2027,7,2.886131167,3.068472833,-0.175408333,2.257584633,1.192773867,-0.75874354,0.40887681,-0.033251465,-0.162182,0.008241667,-0.18365
2027.58,2027,8,2.886131167,3.068472833,-0.175408333,2.257584633,1.192773867,-0.75874354,0.40887681,-0.033251465,-0.162182,0.008241667,-0.18365
2027.67,2027,9,2.886131167,3.068472833,-0.175408333,2.257584633,1.192773867,-0.75874354,0.40887681,-0.033251465,-0.162182,0.008241667,-0.18365
2027.75,2027,10,2.886131167,3.068472833,-0.175408333,2.257584633,1.192773867,-0.75874354,0.40887681,-0.033251465,-0.162182,0.008241667,-0.18365
2027.83,2027,11,2.886131167,3.068472833,-0.175408333,2.257584633,1.192773867,-0.75874354,0.40887681,-0.033251465,-0.162182,0.008241667,-0.18365
2027.92,2027,12,2.886131167,3.068472833,-0.175408333,2.257584633,1.192773867,-0.75874354,0.40887681,-0.033251465,-0.162182,0.008241667,-0.18365
2028,2028,1,2.908002767,3.106435733,-0.191499583,2.282482833,1.194937567,-0.74868549,0.40823344,-0.032166531,-0.16163469,-0.007849583,0
2028.08,2028,2,2.908002767,3.106435733,-0.191499583,2.282482833,1.194937567,-0.74868549,0.40823344,-0.032166531,-0.16163469,-0.007849583,-0.18365
2028.17,2028,3,2.908002767,3.106435733,-0.191499583,2.282482833,1.194937567,-0.74868549,0.40823344,-0.032166531,-0.16163469,-0.007849583,-0.18365
2028.25,2028,4,2.908002767,3.106435733,-0.191499583,2.282482833,1.194937567,-0.74868549,0.40823344,-0.032166531,-0.16163469,-0.007849583,-0.18365
2028.33,2028,5,2.908002767,3.106435733,-0.191499583,2.282482833,1.194937567,-0.74868549,0.40823344,-0.032166531,-0.16163469,-0.007849583,-0.18365
2028.42,2028,6,2.908002767,3.106435733,-0.191499583,2.282482833,1.194937567,-0.74868549,0.40823344,-0.032166531,-0.16163469,-0.007849583,-0.18365
2028.5,2028,7,2.908002767,3.106435733,-0.191499583,2.282482833,1.194937567,-0.74868549,0.40823344,-0.032166531,-0.16163469,-0.007849583,-0.18365
2028.58,2028,8,2.908002767,3.106435733,-0.191499583,2.282482833,1.194937567,-0.74868549,0.40823344,-0.032166531,-0.16163469,-0.007849583,-0.18365
2028.67,2028,9,2.908002767,3.106435733,-0.191499583,2.282482833,1.194937567,-0.74868549,0.40823344,-0.032166531,-0.16163469,-0.007849583,-0.18365
2028.75,2028,10,2.908002767,3.106435733,-0.191499583,2.282482833,1.194937567,-0.74868549,0.40823344,-0.032166531,-0.16163469,-0.007849583,-0.18365
2028.83,2028,11,2.908002767,3.106435733,-0.191499583,2.282482833,1.194937567,-0.74868549,0.40823344,-0.032166531,-0.16163469,-0.007849583,-0.18365
2028.92,2028,12,2.908002767,3.106435733,-0.191499583,2.282482833,1.194937567,-0.74868549,0.40823344,-0.032166531,-0.16163469,-0.007849583,-0.18365
2029,2029,1,2.935130267,3.144474433,-0.202410833,2.307188733,1.197214567,-0.73861041,0.40762616,-0.031142343,-0.16094954,-0.018760833,0
2029.08,2029,2,2.935130267,3.144474433,-0.202410833,2.307188733,1.197214567,-0.73861041,0.40762616,-0.031142343,-0.16094954,-0.018760833,-0.18365
2029.17,2029,3,2.935130267,3.144474433,-0.202410833,2.307188733,1.197214567,-0.73861041,0.40762616,-0.031142343,-0.16094954,-0.018760833,-0.18365
2029.25,2029,4,2.935130267,3.144474433,-0.202410833,2.307188733,1.197214567,-0.73861041,0.40762616,-0.031142343,-0.16094954,-0.018760833,-0.18365
2029.33,2029,5,2.935130267,3.144474433,-0.202410833,2.307188733,1.197214567,-0.73861041,0.40762616,-0.031142343,-0.16094954,-0.018760833,-0.18365
2029.42,2029,6,2.935130267,3.144474433,-0.202410833,2.307188733,1.197214567,-0.73861041,0.40762616,-0.031142343,-0.16094954,-0.018760833,-0.18365
2029.5,2029,7,2.935130267,3.144474433,-0.202410833,2.307188733,1.197214567,-0.73861041,0.40762616,-0.031142343,-0.16094954,-0.018760833,-0.18365
2029.58,2029,8,2.935130267,3.144474433,-0.202410833,2.307188733,1.197214567,-0.73861041,0.40762616,-0.031142343,-0.16094954,-0.018760833,-0.18365
2029.67,2029,9,2.935130267,3.144474433,-0.202410833,2.307188733,1.197214567,-0.73861041,0.40762616,-0.031142343,-0.16094954,-0.018760833,-0.18365
2029.75,2029,10,2.935130267,3.144474433,-0.202410833,2.307188733,1.197214567,-0.73861041,0.40762616,-0.031142343,-0.16094954,-0.018760833,-0.18365
2029.83,2029,11,2.935130267,3.144474433,-0.202410833,2.307188733,1.197214567,-0.73861041,0.40762616,-0.031142343,-0.16094954,-0.018760833,-0.18365
2029.92,2029,12,2.935130267,3.144474433,-0.202410833,2.307188733,1.197214567,-0.73861041,0.40762616,-0.031142343,-0.16094954,-0.018760833,-0.18365
2030,2030,1,2.963617667,3.179572533,-0.209021458,2.331705633,1.199596067,-0.73154479,0.4070513,-0.030174066,-0.16015445,-0.025371458,0
2030.08,2030,2,2.963617667,3.179572533,-0.209021458,2.331705633,1.199596067,-0.73154479,0.4070513,-0.030174066,-0.16015445,-0.025371458,-0.18365
2030.17,2030,3,2.963617667,3.179572533,-0.209021458,2.331705633,1.199596067,-0.73154479,0.4070513,-0.030174066,-0.16015445,-0.025371458,-0.18365
2030.25,2030,4,2.963617667,3.179572533,-0.209021458,2.331705633,1.199596067,-0.73154479,0.4070513,-0.030174066,-0.16015445,-0.025371458,-0.18365
2030.33,2030,5,2.963617667,3.179572533,-0.209021458,2.331705633,1.199596067,-0.73154479,0.4070513,-0.030174066,-0.16015445,-0.025371458,-0.18365
2030.42,2030,6,2.963617667,3.179572533,-0.209021458,2.331705633,1.199596067,-0.73154479,0.4070513,-0.030174066,-0.16015445,-0.025371458,-0.18365
2030.5,2030,7,2.963617667,3.179572533,-0.209021458,2.331705633,1.199596067,-0.73154479,0.4070513,-0.030174066,-0.16015445,-0.025371458,-0.18365
2030.58,2030,8,2.963617667,3.179572533,-0.209021458,2.331705633,1.199596067,-0.73154479,0.4070513,-0.030174066,-0.16015445,-0.025371458,-0.18365
2030.67,2030,9,2.963617667,3.179572533,-0.209021458,2.331705633,1.199596067,-0.73154479,0.4070513,-0.030174066,-0.16015445,-0.025371458,-0.18365
2030.75,2030,10,2.963617667,3.179572533,-0.209021458,2.331705633,1.199596067,-0.73154479,0.4070513,-0.030174066,-0.16015445,-0.025371458,-0.18365
2030.83,2030,11,2.963617667,3.179572533,-0.209021458,2.331705633,1.199596067,-0.73154479,0.4070513,-0.030174066,-0.16015445,-0.025371458,-0.18365
2030.92,2030,12,2.963617667,3.179572533,-0.209021458,2.331705633,1.199596067,-0.73154479,0.4070513,-0.030174066,-0.16015445,-0.025371458,-0.18365
2031,2031,1,3.039624867,3.208706033,-0.162147708,2.356057633,1.202077667,-0.73052167,0.4065061,-0.029256391,-0.15930526,0.021502292,0
2031.08,2031,2,3.039624867,3.208706033,-0.162147708,2.356057633,1.202077667,-0.73052167,0.4065061,-0.029256391,-0.15930526,0.021502292,-0.18365
2031.17,2031,3,3.039624867,3.208706033,-0.162147708,2.356057633,1.202077667,-0.73052167,0.4065061,-0.029256391,-0.15930526,0.021502292,-0.18365
2031.25,2031,4,3.039624867,3.208706033,-0.162147708,2.356057633,1.202077667,-0.73052167,0.4065061,-0.029256391,-0.15930526,0.021502292,-0.18365
2031.33,2031,5,3.039624867,3.208706033,-0.162147708,2.356057633,1.202077667,-0.73052167,0.4065061,-0.029256391,-0.15930526,0.021502292,-0.18365
2031.42,2031,6,3.039624867,3.208706033,-0.162147708,2.356057633,1.202077667,-0.73052167,0.4065061,-0.029256391,-0.15930526,0.021502292,-0.18365
2031.5,2031,7,3.039624867,3.208706033,-0.162147708,2.356057633,1.202077667,-0.73052167,0.4065061,-0.029256391,-0.15930526,0.021502292,-0.18365
2031.58,2031,8,3.039624867,3.208706033,-0.162147708,2.356057633,1.202077667,-0.73052167,0.4065061,-0.029256391,-0.15930526,0.021502292,-0.18365
2031.67,2031,9,3.039624867,3.208706033,-0.162147708,2.356057633,1.202077667,-0.73052167,0.4065061,-0.029256391,-0.15930526,0.021502292,-0.18365
2031.75,2031,10,3.039624867,3.208706033,-0.162147708,2.356057633,1.202077667,-0.73052167,0.4065061,-0.029256391,-0.15930526,0.021502292,-0.18365
2031.83,2031,11,3.039624867,3.208706033,-0.162147708,2.356057633,1.202077667,-0.73052167,0.4065061,-0.029256391,-0.15930526,0.021502292,-0.18365
2031.92,2031,12,3.039624867,3.208706033,-0.162147708,2.356057633,1.202077667,-0.73052167,0.4065061,-0.029256391,-0.15930526,0.021502292,-0.18365
2032,2032,1,3.140072967,3.235430933,-0.088424588,2.380543133,1.204586667,-0.73252292,0.40637819,-0.028387887,-0.15842989,0.095225412,0
2032.08,2032,2,3.140072967,3.235430933,-0.088424588,2.380543133,1.204586667,-0.73252292,0.40637819,-0.028387887,-0.15842989,0.095225412,-0.18365
2032.17,2032,3,3.140072967,3.235430933,-0.088424588,2.380543133,1.204586667,-0.73252292,0.40637819,-0.028387887,-0.15842989,0.095225412,-0.18365
2032.25,2032,4,3.140072967,3.235430933,-0.088424588,2.380543133,1.204586667,-0.73252292,0.40637819,-0.028387887,-0.15842989,0.095225412,-0.18365
2032.33,2032,5,3.140072967,3.235430933,-0.088424588,2.380543133,1.204586667,-0.73252292,0.40637819,-0.028387887,-0.15842989,0.095225412,-0.18365
2032.42,2032,6,3.140072967,3.235430933,-0.088424588,2.380543133,1.204586667,-0.73252292,0.40637819,-0.028387887,-0.15842989,0.095225412,-0.18365
2032.5,2032,7,3.140072967,3.235430933,-0.088424588,2.380543133,1.204586667,-0.73252292,0.40637819,-0.028387887,-0.15842989,0.095225412,-0.18365
2032.58,2032,8,3.140072967,3.235430933,-0.088424588,2.380543133,1.204586667,-0.73252292,0.40637819,-0.028387887,-0.15842989,0.095225412,-0.18365
2032.67,2032,9,3.140072967,3.235430933,-0.088424588,2.380543133,1.204586667,-0.73252292,0.40637819,-0.028387887,-0.15842989,0.095225412,-0.18365
2032.75,2032,10,3.140072967,3.235430933,-0.088424588,2.380543133,1.204586667,-0.73252292,0.40637819,-0.028387887,-0.15842989,0.095225412,-0.18365
2032.83,2032,11,3.140072967,3.235430933,-0.088424588,2.380543133,1.204586667,-0.73252292,0.40637819,-0.028387887,-0.15842989,0.095225412,-0.18365
